,country,points,price,variety,millesime
124690,US,92,61.0,Pinot Noir,2016.0
124692,US,92,35.0,Chardonnay,2020.0
124693,US,92,35.0,Pinot Noir,2020.0
124696,France,90,51.0,Chardonnay,2020.0
124698,US,90,42.0,Pinot Noir,2019.0
124702,Germany,90,23.0,Riesling,2020.0
124704,France,90,30.0,Chardonnay,2020.0
124705,France,90,26.0,Chardonnay,2020.0
124710,Germany,90,22.0,Riesling,2021.0
124711,Germany,90,24.0,Riesling,2021.0
124715,US,90,21.0,Pinot Noir,2021.0
124724,Germany,84,12.0,Riesling,2020.0
124726,US,84,16.0,Sauvignon Blanc,2020.0
124727,Spain,84,14.0,Rosé,2020.0
124728,Australia,84,14.0,Chardonnay,2020.0
124731,Chile,84,11.0,Cabernet Sauvignon,2020.0
124734,France,84,10.0,Rosé,2021.0
124736,US,84,32.0,Red Blend,2018.0
124738,Portugal,84,9.0,Rosé,2021.0
124740,Italy,84,14.0,Red Blend,2020.0
124742,Italy,84,26.0,Red Blend,2017.0
124743,US,84,23.0,Chardonnay,2020.0
124745,US,84,13.0,Cabernet Sauvignon,2018.0
124749,US,84,22.0,Chardonnay,2019.0
124751,US,84,22.0,Chardonnay,2020.0
124756,US,86,44.0,Pinot Noir,2014.0
124762,Australia,86,20.0,Chardonnay,2014.0
124764,Chile,86,16.0,Cabernet Sauvignon,2014.0
124767,Australia,86,17.0,Chardonnay,2015.0
124770,Chile,86,21.0,Chardonnay,2014.0
124782,US,88,36.0,Pinot Noir,2014.0
124785,US,88,48.0,Pinot Noir,2016.0
124787,US,88,39.0,Pinot Noir,2016.0
124794,US,88,30.0,Chardonnay,2017.0
124798,France,88,26.0,Bordeaux-style Red Blend,2016.0
124807,Spain,88,30.0,Red Blend,2013.0
124809,Italy,86,30.0,Chardonnay,2008.0
124810,US,86,44.0,Pinot Noir,2006.0
124811,Chile,86,19.0,Sauvignon Blanc,2008.0
124812,Italy,86,45.0,Sauvignon Blanc,2007.0
124814,Chile,86,22.0,Cabernet Sauvignon,2007.0
124815,Chile,86,18.0,Syrah,2008.0
124818,US,86,24.0,Sauvignon Blanc,2006.0
124819,Chile,86,28.0,Sauvignon Blanc,2006.0
124820,Chile,85,16.0,Cabernet Sauvignon,2008.0
124821,Chile,85,33.0,Chardonnay,2005.0
124822,Chile,85,21.0,Cabernet Sauvignon,2006.0
124823,Italy,85,20.0,Chardonnay,2007.0
124824,Chile,85,20.0,Chardonnay,2007.0
124829,US,85,46.0,Pinot Noir,2007.0
124830,Chile,85,20.0,Chardonnay,2008.0
124831,US,85,50.0,Pinot Noir,2005.0
124832,US,85,38.0,Chardonnay,2006.0
124833,Chile,85,22.0,Cabernet Sauvignon,2006.0
124834,Chile,85,18.0,Chardonnay,2008.0
124835,Chile,85,16.0,Sauvignon Blanc,2008.0
124836,US,85,52.0,Pinot Noir,2006.0
124837,Italy,85,18.0,Chardonnay,2008.0
124838,US,85,65.0,Pinot Noir,2006.0
124839,US,88,17.0,Rosé,2022.0
124840,US,88,24.0,Merlot,2020.0
124842,US,88,34.0,Pinot Noir,2018.0
124843,US,88,29.0,Syrah,2020.0
124844,US,88,32.0,Cabernet Sauvignon,2020.0
124845,US,88,25.0,Bordeaux-style Red Blend,2020.0
124846,US,88,26.0,Cabernet Sauvignon,2019.0
124847,US,88,20.0,Rosé,2022.0
124848,US,88,19.0,Sauvignon Blanc,2022.0
124849,US,88,24.0,Chardonnay,2020.0
124850,US,88,39.0,Bordeaux-style Red Blend,2018.0
124852,US,88,34.0,Syrah,2020.0
124854,US,88,17.0,Sauvignon Blanc,2022.0
124858,US,88,33.0,Red Blend,2018.0
124859,US,88,20.0,Chardonnay,2020.0
124860,US,88,27.0,Bordeaux-style Red Blend,2020.0
124862,Chile,88,21.0,Cabernet Sauvignon,2020.0
124863,US,88,69.0,Merlot,2018.0
124865,US,88,28.0,Bordeaux-style Red Blend,2019.0
124870,US,93,43.0,Pinot Noir,2019.0
124872,France,93,41.0,Riesling,2018.0
124875,US,93,45.0,Chardonnay,2020.0
124879,US,93,41.0,Pinot Noir,2019.0
124880,US,93,36.0,Chardonnay,2020.0
124881,US,93,37.0,Syrah,2020.0
124883,US,93,35.0,Chardonnay,2020.0
124886,US,93,43.0,Pinot Noir,2019.0
124887,US,93,40.0,Syrah,2020.0
124889,US,93,48.0,Chardonnay,2020.0
124890,Portugal,93,35.0,Merlot,2019.0
124892,US,93,35.0,Chardonnay,2019.0
124893,France,93,40.0,Riesling,2020.0
124894,France,93,43.0,Riesling,2020.0
124896,US,93,52.0,Bordeaux-style Red Blend,2019.0
124915,US,89,20.0,Riesling,2020.0
124918,US,89,20.0,Rosé,2021.0
124929,US,89,27.0,Chardonnay,2012.0
124930,Italy,89,43.0,Cabernet Sauvignon,2011.0
124931,US,89,43.0,Chardonnay,2011.0
124932,France,89,42.0,Sauvignon Blanc,2012.0
124933,Italy,89,41.0,Chardonnay,2011.0
124934,Austria,89,45.0,Riesling,2012.0
124935,US,89,63.0,Pinot Noir,2012.0
124936,Chile,89,33.0,Pinot Noir,2012.0
124940,US,89,43.0,Red Blend,2011.0
124941,US,89,23.0,Sauvignon Blanc,2012.0
124943,Italy,89,135.0,Red Blend,2010.0
124944,US,89,51.0,Red Blend,2011.0
124945,France,89,41.0,Sauvignon Blanc,2011.0
124955,Italy,88,37.0,Chardonnay,2013.0
124957,Portugal,88,28.0,Pinot Noir,2012.0
124960,US,88,39.0,Pinot Noir,2012.0
124962,US,88,44.0,Red Blend,2011.0
124963,US,88,79.0,Cabernet Sauvignon,2011.0
124964,US,88,28.0,Red Blend,2012.0
124966,US,88,51.0,Syrah,2011.0
124996,Australia,89,23.0,Pinot Noir,2020.0
124997,US,89,35.0,Cabernet Sauvignon,2018.0
125003,US,85,25.0,Pinot Noir,2013.0
125004,US,85,31.0,Pinot Noir,2013.0
125006,France,85,18.0,Chardonnay,2016.0
125008,US,85,33.0,Merlot,2013.0
125009,US,85,17.0,Pinot Noir,2016.0
125012,US,85,14.0,Sauvignon Blanc,2016.0
125014,US,85,25.0,Pinot Noir,2015.0
125017,US,85,19.0,Chardonnay,2015.0
125019,Italy,85,61.0,Red Blend,2012.0
125020,Italy,85,57.0,Red Blend,2013.0
125022,US,85,35.0,Chardonnay,2015.0
125026,Spain,85,17.0,Red Blend,2015.0
125027,Italy,86,18.0,Red Blend,2018.0
125031,US,86,19.0,Pinot Noir,2018.0
125032,US,86,16.0,Cabernet Sauvignon,2018.0
125033,France,86,28.0,Pinot Noir,2017.0
125034,US,86,17.0,Riesling,2018.0
125035,France,86,25.0,Chardonnay,2018.0
125041,France,86,20.0,Chardonnay,2018.0
125042,US,86,27.0,Red Blend,2017.0
125047,US,86,26.0,Red Blend,2016.0
125049,US,86,16.0,Sauvignon Blanc,2019.0
125052,Australia,87,42.0,Bordeaux-style Red Blend,2010.0
125054,US,87,33.0,Pinot Noir,2012.0
125057,US,86,33.0,Pinot Noir,2013.0
125059,Spain,86,20.0,Red Blend,2013.0
125060,US,86,45.0,Bordeaux-style Red Blend,2012.0
125062,Spain,86,24.0,Red Blend,2012.0
125063,US,86,43.0,Chardonnay,2012.0
125064,US,86,52.0,Pinot Noir,2012.0
125071,US,86,48.0,Red Blend,2011.0
125072,US,86,47.0,Chardonnay,2012.0
125081,US,88,18.0,Merlot,2021.0
125082,France,88,19.0,Bordeaux-style Red Blend,2021.0
125083,France,88,18.0,Bordeaux-style Red Blend,2021.0
125084,France,88,26.0,Bordeaux-style Red Blend,2018.0
125085,France,88,22.0,Bordeaux-style Red Blend,2020.0
125086,France,88,20.0,Bordeaux-style Red Blend,2021.0
125087,France,88,22.0,Bordeaux-style Red Blend,2020.0
125089,France,88,18.0,Bordeaux-style Red Blend,2021.0
125090,US,88,26.0,Pinot Noir,2020.0
125106,Australia,86,23.0,Pinot Noir,2016.0
125108,US,86,27.0,Merlot,2014.0
125110,France,86,20.0,Rosé,2017.0
125112,France,86,20.0,Rosé,2017.0
125115,US,86,34.0,Merlot,2015.0
125118,Australia,86,23.0,Pinot Noir,2016.0
125122,US,86,27.0,Syrah,2015.0
125123,US,86,18.0,Chardonnay,2016.0
125125,Spain,86,16.0,Rosé,2017.0
125127,US,86,21.0,Chardonnay,2016.0
125129,US,86,30.0,Chardonnay,2015.0
125131,France,86,16.0,Rosé,2017.0
125135,US,86,28.0,Chardonnay,2014.0
125136,US,86,33.0,Pinot Noir,2014.0
125138,France,86,27.0,Rosé,2015.0
125139,US,86,22.0,Bordeaux-style Red Blend,2013.0
125140,US,86,22.0,Red Blend,2014.0
125141,Chile,86,18.0,Cabernet Sauvignon,2014.0
125144,US,86,43.0,Merlot,2011.0
125151,US,86,31.0,Merlot,2012.0
125153,US,86,50.0,Red Blend,2013.0
125161,US,93,41.0,Syrah,2020.0
125162,US,93,48.0,Pinot Noir,2019.0
125164,US,93,45.0,Chardonnay,2021.0
125165,US,93,33.0,Red Blend,2020.0
125166,US,93,41.0,Syrah,2020.0
125167,US,93,44.0,Pinot Noir,2020.0
125168,US,93,40.0,Pinot Noir,2020.0
125169,US,93,39.0,Chardonnay,2020.0
125174,US,93,48.0,Cabernet Sauvignon,2019.0
125176,US,93,48.0,Pinot Noir,2020.0
125177,US,93,53.0,Pinot Noir,2018.0
125179,US,93,70.0,Cabernet Sauvignon,2019.0
125183,France,93,122.0,Chardonnay,2018.0
125196,US,85,20.0,Cabernet Sauvignon,2018.0
125201,France,85,13.0,Rosé,2021.0
125202,France,85,17.0,Riesling,2019.0
125203,France,85,12.0,Rosé,2021.0
125204,US,85,15.0,Sauvignon Blanc,2020.0
125205,US,85,22.0,Pinot Noir,2018.0
125206,France,85,15.0,Pinot Noir,2020.0
125207,US,85,13.0,Riesling,2021.0
125208,US,85,14.0,Merlot,2019.0
125209,US,85,15.0,Pinot Noir,2020.0
125212,US,85,14.0,Sauvignon Blanc,2020.0
125214,US,85,19.0,Sauvignon Blanc,2019.0
125215,Chile,85,15.0,Merlot,2020.0
125216,France,92,30.0,Sauvignon Blanc,2021.0
125217,France,92,31.0,Sauvignon Blanc,2021.0
125220,France,92,38.0,Sauvignon Blanc,2021.0
125223,Italy,92,47.0,Cabernet Sauvignon,2020.0
125225,US,92,42.0,Pinot Noir,2020.0
125226,US,92,33.0,Pinot Noir,2021.0
125228,US,92,41.0,Pinot Noir,2019.0
125230,France,92,29.0,Sauvignon Blanc,2021.0
125231,US,92,25.0,Riesling,2022.0
125233,US,92,37.0,Pinot Noir,2021.0
125234,France,92,32.0,Sauvignon Blanc,2021.0
125236,US,92,52.0,Pinot Noir,2020.0
125237,US,92,27.0,Riesling,2022.0
125250,US,88,36.0,Syrah,2014.0
125251,US,88,53.0,Bordeaux-style Red Blend,2014.0
125252,France,88,35.0,Riesling,2012.0
125255,US,88,34.0,Red Blend,2015.0
125256,Australia,88,36.0,Cabernet Sauvignon,2014.0
125258,Argentina,88,19.0,Cabernet Sauvignon,2017.0
125261,US,88,35.0,Red Blend,2014.0
125262,US,88,74.0,Cabernet Sauvignon,2014.0
125263,France,88,32.0,Riesling,2014.0
125264,US,88,28.0,Cabernet Sauvignon,2015.0
125265,US,88,70.0,Cabernet Sauvignon,2013.0
125281,France,94,129.0,Bordeaux-style Red Blend,2016.0
125286,US,94,50.0,Pinot Noir,2016.0
125292,US,94,118.0,Cabernet Sauvignon,2014.0
125293,US,94,99.0,Cabernet Sauvignon,2014.0
125295,US,94,103.0,Cabernet Sauvignon,2015.0
125300,US,94,136.0,Cabernet Sauvignon,2014.0
125302,US,90,27.0,Bordeaux-style Red Blend,2020.0
125303,US,90,28.0,Cabernet Sauvignon,2019.0
125322,US,90,39.0,Riesling,2019.0
125323,US,90,31.0,Bordeaux-style Red Blend,2017.0
125328,US,90,30.0,Red Blend,2019.0
125329,US,90,30.0,Merlot,2019.0
125330,US,90,33.0,Chardonnay,2020.0
125334,US,88,22.0,Red Blend,2019.0
125335,France,88,22.0,Rosé,2021.0
125338,US,88,19.0,Riesling,2021.0
125339,US,88,18.0,Red Blend,2020.0
125341,US,88,19.0,Red Blend,2020.0
125342,US,88,26.0,Chardonnay,2019.0
125343,US,88,30.0,Red Blend,2019.0
125344,France,88,22.0,Chardonnay,2021.0
125346,France,88,19.0,Chardonnay,2021.0
125347,France,88,20.0,Chardonnay,2021.0
125348,France,88,29.0,Pinot Noir,2020.0
125349,France,88,21.0,Chardonnay,2020.0
125350,US,88,20.0,Cabernet Sauvignon,2020.0
125351,US,88,51.0,Cabernet Sauvignon,2019.0
125352,Argentina,88,19.0,Chardonnay,2022.0
125353,US,88,23.0,Cabernet Sauvignon,2019.0
125354,France,88,20.0,Rosé,2021.0
125358,Italy,88,45.0,Red Blend,2016.0
125359,France,88,20.0,Chardonnay,2021.0
125360,France,88,29.0,Chardonnay,2020.0
125362,France,88,17.0,Rosé,2021.0
125363,Italy,88,46.0,Red Blend,2018.0
125365,US,88,39.0,Cabernet Sauvignon,2018.0
125366,Chile,88,18.0,Sauvignon Blanc,2021.0
125367,US,88,22.0,Cabernet Sauvignon,2019.0
125372,US,88,22.0,Chardonnay,2020.0
125381,US,88,57.0,Cabernet Sauvignon,2016.0
125387,US,88,28.0,Cabernet Sauvignon,2019.0
125388,US,88,19.0,Chardonnay,2020.0
125389,France,88,18.0,Rosé,2021.0
125390,France,88,17.0,Rosé,2021.0
125395,US,92,63.0,Pinot Noir,2014.0
125397,US,92,179.0,Cabernet Sauvignon,2013.0
125398,US,92,108.0,Bordeaux-style Red Blend,2012.0
125404,US,92,69.0,Cabernet Sauvignon,2014.0
125411,US,90,45.0,Pinot Noir,2013.0
125416,US,89,98.0,Cabernet Sauvignon,2012.0
125423,US,89,36.0,Cabernet Sauvignon,2013.0
125428,US,89,44.0,Syrah,2013.0
125432,US,93,45.0,Bordeaux-style Red Blend,2018.0
125433,Austria,93,50.0,Sauvignon Blanc,2017.0
125434,US,93,50.0,Syrah,2017.0
125437,Austria,93,42.0,Pinot Noir,2018.0
125438,US,93,106.0,Cabernet Sauvignon,2017.0
125440,Austria,93,55.0,Red Blend,2018.0
125442,US,93,75.0,Merlot,2016.0
125443,US,93,45.0,Syrah,2017.0
125444,US,93,50.0,Syrah,2018.0
125445,France,93,40.0,Sauvignon Blanc,2018.0
125446,US,93,60.0,Syrah,2017.0
125447,Austria,93,37.0,Riesling,2019.0
125448,Austria,93,34.0,Riesling,2019.0
125451,US,93,47.0,Syrah,2018.0
125452,Chile,93,78.0,Red Blend,2017.0
125453,US,93,47.0,Syrah,2018.0
125455,Austria,93,54.0,Riesling,2019.0
125458,US,93,61.0,Cabernet Sauvignon,2017.0
125460,Austria,93,33.0,Riesling,2019.0
125465,US,90,25.0,Chardonnay,2017.0
125467,US,90,51.0,Pinot Noir,2017.0
125468,US,90,42.0,Pinot Noir,2017.0
125469,US,90,32.0,Chardonnay,2017.0
125470,US,90,42.0,Merlot,2016.0
125475,US,90,31.0,Chardonnay,2017.0
125477,US,90,40.0,Pinot Noir,2016.0
125479,Italy,90,40.0,Chardonnay,2014.0
125489,US,90,33.0,Chardonnay,2018.0
125509,France,88,18.0,Rosé,2022.0
125510,France,88,20.0,Rosé,2022.0
125521,US,88,18.0,Riesling,2021.0
125524,US,88,19.0,Rosé,2022.0
125525,US,88,25.0,Pinot Noir,2021.0
125527,France,88,20.0,Rosé,2022.0
125528,US,88,21.0,Bordeaux-style Red Blend,2021.0
125531,US,88,28.0,Red Blend,2019.0
125533,US,88,30.0,Cabernet Sauvignon,2020.0
125538,France,89,35.0,Merlot,2018.0
125539,US,89,33.0,Pinot Noir,2020.0
125543,France,89,28.0,Bordeaux-style Red Blend,2020.0
125546,France,89,49.0,Bordeaux-style Red Blend,2017.0
125547,France,89,22.0,Bordeaux-style Red Blend,2020.0
125549,US,89,23.0,Sauvignon Blanc,2021.0
125550,US,89,30.0,Pinot Noir,2020.0
125551,US,89,23.0,Sauvignon Blanc,2020.0
125553,US,89,45.0,Pinot Noir,2020.0
125560,US,89,27.0,Pinot Noir,2020.0
125563,Germany,89,20.0,Riesling,2021.0
125564,Australia,89,29.0,Chardonnay,2020.0
125566,US,89,50.0,Red Blend,2016.0
125567,France,90,23.0,Rosé,2021.0
125570,US,90,23.0,Sauvignon Blanc,2021.0
125574,US,90,38.0,Red Blend,2019.0
125576,US,90,22.0,Riesling,2020.0
125578,Austria,90,21.0,Rosé,2021.0
125594,France,90,22.0,Rosé,2021.0
125595,France,90,23.0,Rosé,2021.0
125596,France,90,23.0,Rosé,2021.0
125597,Germany,86,18.0,Riesling,2017.0
125598,US,86,32.0,Pinot Noir,2017.0
125599,US,86,29.0,Bordeaux-style Red Blend,2015.0
125600,US,86,19.0,Merlot,2017.0
125603,France,86,19.0,Bordeaux-style Red Blend,2017.0
125604,France,86,18.0,Rosé,2018.0
125607,US,86,16.0,Cabernet Sauvignon,2017.0
125610,Chile,86,17.0,Sauvignon Blanc,2018.0
125615,Chile,86,24.0,Red Blend,2015.0
125616,US,86,16.0,Rosé,2018.0
125617,US,86,18.0,Red Blend,2016.0
125620,US,86,24.0,Chardonnay,2016.0
125621,US,86,37.0,Merlot,2014.0
125636,Chile,88,25.0,Merlot,2013.0
125638,Chile,88,31.0,Cabernet Sauvignon,2012.0
125640,US,88,48.0,Pinot Noir,2013.0
125642,US,88,28.0,Red Blend,2012.0
125643,US,88,38.0,Cabernet Sauvignon,2012.0
125645,US,88,48.0,Red Blend,2013.0
125646,US,88,42.0,Pinot Noir,2013.0
125648,France,86,17.0,Rosé,2020.0
125652,US,86,20.0,Cabernet Sauvignon,2018.0
125653,US,86,14.0,Chardonnay,2019.0
125654,US,86,14.0,Merlot,2019.0
125657,Italy,86,19.0,Red Blend,2018.0
125658,US,86,38.0,Chardonnay,2018.0
125665,US,86,41.0,Bordeaux-style Red Blend,2017.0
125667,US,86,14.0,Chardonnay,2019.0
125668,Austria,86,15.0,Rosé,2019.0
125669,US,86,26.0,Chardonnay,2019.0
125672,US,86,35.0,Bordeaux-style Red Blend,2016.0
125674,US,86,25.0,Cabernet Sauvignon,2018.0
125675,US,86,60.0,Bordeaux-style Red Blend,2018.0
125676,France,86,17.0,Rosé,2020.0
125678,US,86,36.0,Red Blend,2016.0
125680,US,86,22.0,Chardonnay,2018.0
125681,US,86,17.0,Sauvignon Blanc,2018.0
125682,US,86,20.0,Chardonnay,2017.0
125686,Italy,86,34.0,Red Blend,2016.0
125689,US,86,41.0,Bordeaux-style Red Blend,2016.0
125692,Italy,86,19.0,Red Blend,2018.0
125693,Italy,86,17.0,Red Blend,2018.0
125696,US,86,16.0,Chardonnay,2018.0
125700,US,91,42.0,Bordeaux-style Red Blend,2017.0
125701,France,91,64.0,Pinot Noir,2018.0
125702,US,91,53.0,Red Blend,2019.0
125704,US,91,34.0,Red Blend,2019.0
125705,US,91,36.0,Cabernet Sauvignon,2018.0
125706,Chile,91,28.0,Syrah,2018.0
125707,US,91,37.0,Pinot Noir,2019.0
125708,US,91,30.0,Pinot Noir,2019.0
125709,Italy,91,56.0,Red Blend,2016.0
125710,Chile,91,64.0,Red Blend,2017.0
125712,US,91,36.0,Chardonnay,2019.0
125714,US,91,33.0,Cabernet Sauvignon,2017.0
125716,US,91,35.0,Pinot Noir,2019.0
125718,France,91,28.0,Riesling,2019.0
125721,France,91,29.0,Riesling,2018.0
125723,France,91,27.0,Riesling,2019.0
125724,US,91,31.0,Chardonnay,2019.0
125725,Italy,91,64.0,Red Blend,2018.0
125726,US,91,29.0,Sauvignon Blanc,2020.0
125728,US,91,41.0,Pinot Noir,2018.0
125730,Spain,88,31.0,Red Blend,2015.0
125731,US,88,40.0,Syrah,2014.0
125732,US,88,36.0,Merlot,2014.0
125738,US,88,55.0,Cabernet Sauvignon,2014.0
125739,US,88,50.0,Merlot,2013.0
125742,US,88,40.0,Syrah,2014.0
125743,Spain,88,36.0,Red Blend,2015.0
125744,US,88,21.0,Sauvignon Blanc,2015.0
125745,US,88,43.0,Cabernet Sauvignon,2014.0
125746,US,88,25.0,Chardonnay,2016.0
125747,US,88,40.0,Syrah,2015.0
125748,US,88,33.0,Pinot Noir,2015.0
125750,US,88,23.0,Sauvignon Blanc,2016.0
125752,US,88,33.0,Chardonnay,2015.0
125755,US,81,18.0,Chardonnay,2007.0
125756,US,81,14.0,Chardonnay,2006.0
125757,US,81,24.0,Chardonnay,2006.0
125760,US,80,8.0,Riesling,2007.0
125761,US,86,20.0,Riesling,2008.0
125762,US,96,290.0,Red Blend,2005.0
125763,US,94,221.0,Red Blend,2005.0
125764,US,93,66.0,Chardonnay,2007.0
125765,US,93,64.0,Pinot Noir,2007.0
125766,US,93,87.0,Pinot Noir,2003.0
125767,US,93,62.0,Chardonnay,2006.0
125770,US,93,74.0,Pinot Noir,2007.0
125771,US,93,219.0,Red Blend,2005.0
125773,US,92,61.0,Pinot Noir,2007.0
125774,US,92,80.0,Pinot Noir,2006.0
125775,US,92,73.0,Pinot Noir,2006.0
125776,US,92,95.0,Pinot Noir,2006.0
125778,US,92,80.0,Pinot Noir,2006.0
125779,US,92,133.0,Pinot Noir,2006.0
125780,US,85,28.0,Pinot Noir,2015.0
125782,US,85,35.0,Chardonnay,2015.0
125783,US,85,37.0,Pinot Noir,2014.0
125786,US,85,33.0,Syrah,2013.0
125788,US,85,17.0,Riesling,2015.0
125792,Italy,85,20.0,Red Blend,2015.0
125794,US,85,36.0,Chardonnay,2015.0
125800,US,85,21.0,Riesling,2015.0
125803,US,85,35.0,Syrah,2015.0
125808,US,85,16.0,Chardonnay,2016.0
125809,Spain,80,5.0,Rosé,2017.0
125814,US,98,89.0,Bordeaux-style Red Blend,2015.0
125815,US,98,123.0,Cabernet Sauvignon,2015.0
125816,US,97,66.0,Chardonnay,2016.0
125817,US,97,60.0,Chardonnay,2016.0
125818,US,97,122.0,Cabernet Sauvignon,2015.0
125820,US,96,103.0,Cabernet Sauvignon,2015.0
125823,US,96,79.0,Bordeaux-style Red Blend,2015.0
125824,US,96,72.0,Cabernet Sauvignon,2015.0
125825,US,96,65.0,Bordeaux-style Red Blend,2015.0
125826,US,96,65.0,Red Blend,2014.0
125827,France,95,87.0,Bordeaux-style Red Blend,2015.0
125828,US,95,107.0,Cabernet Sauvignon,2013.0
125829,US,95,72.0,Pinot Noir,2016.0
125830,US,95,69.0,Merlot,2016.0
125834,US,95,61.0,Bordeaux-style Red Blend,2015.0
125835,US,93,47.0,Bordeaux-style Red Blend,2018.0
125838,Italy,93,35.0,Red Blend,2019.0
125839,US,93,60.0,Syrah,2018.0
125840,US,93,46.0,Pinot Noir,2019.0
125841,US,93,50.0,Syrah,2018.0
125842,US,93,42.0,Chardonnay,2019.0
125843,Austria,93,30.0,Pinot Noir,2019.0
125844,US,93,46.0,Pinot Noir,2019.0
125846,Italy,93,38.0,Red Blend,2018.0
125850,US,93,47.0,Chardonnay,2018.0
125852,US,93,47.0,Pinot Noir,2019.0
125856,US,93,39.0,Pinot Noir,2019.0
125857,US,93,80.0,Cabernet Sauvignon,2018.0
125858,Austria,93,31.0,Riesling,2020.0
125859,Austria,93,37.0,Riesling,2020.0
125860,US,93,46.0,Pinot Noir,2017.0
125862,Italy,93,30.0,Red Blend,2019.0
125863,US,93,55.0,Bordeaux-style Red Blend,2018.0
125865,US,87,27.0,Chardonnay,2013.0
125867,US,87,38.0,Chardonnay,2012.0
125868,US,87,25.0,Rosé,2013.0
125871,Spain,87,56.0,Red Blend,2008.0
125872,US,87,60.0,Pinot Noir,2012.0
125874,US,87,27.0,Rosé,2013.0
125875,Chile,87,35.0,Cabernet Sauvignon,2011.0
125877,US,87,38.0,Pinot Noir,2012.0
125884,US,87,44.0,Pinot Noir,2011.0
125890,US,92,77.0,Pinot Noir,2016.0
125891,US,92,38.0,Chardonnay,2016.0
125894,US,92,49.0,Chardonnay,2017.0
125895,Italy,92,39.0,Red Blend,2016.0
125896,US,92,50.0,Syrah,2016.0
125900,France,92,46.0,Sauvignon Blanc,2017.0
125901,US,92,46.0,Chardonnay,2017.0
125902,Italy,92,34.0,Red Blend,2016.0
125903,US,92,46.0,Pinot Noir,2017.0
125905,Italy,92,32.0,Red Blend,2016.0
125906,US,92,57.0,Chardonnay,2016.0
125907,US,92,57.0,Pinot Noir,2016.0
125908,US,92,54.0,Syrah,2016.0
125911,US,92,43.0,Pinot Noir,2016.0
125912,US,92,61.0,Cabernet Sauvignon,2016.0
125913,US,92,62.0,Pinot Noir,2016.0
125918,Italy,92,32.0,Red Blend,2016.0
125927,Argentina,90,27.0,Bordeaux-style Red Blend,2020.0
125929,Germany,90,24.0,Riesling,2021.0
125951,US,90,26.0,Red Blend,2020.0
125952,France,90,66.0,Chardonnay,2014.0
125953,US,90,30.0,Merlot,2019.0
125954,France,90,27.0,Chardonnay,2021.0
125955,US,90,29.0,Pinot Noir,2021.0
125956,US,90,37.0,Cabernet Sauvignon,2019.0
125957,US,90,38.0,Pinot Noir,2021.0
125959,Chile,90,26.0,Merlot,2020.0
125961,US,90,60.0,Cabernet Sauvignon,2019.0
125963,US,90,24.0,Chardonnay,2021.0
125965,US,90,39.0,Pinot Noir,2020.0
125966,US,90,56.0,Cabernet Sauvignon,2018.0
125968,Chile,90,22.0,Sauvignon Blanc,2022.0
125969,US,90,32.0,Chardonnay,2020.0
125970,US,90,45.0,Chardonnay,2019.0
125971,US,90,40.0,Pinot Noir,2020.0
125974,Germany,90,27.0,Riesling,2021.0
125975,Germany,90,25.0,Riesling,2021.0
125978,US,90,22.0,Sauvignon Blanc,2022.0
125982,France,84,12.0,Rosé,2019.0
125984,US,84,24.0,Pinot Noir,2015.0
125985,US,84,15.0,Cabernet Sauvignon,2017.0
125996,US,84,9.0,Riesling,2019.0
125998,US,84,20.0,Pinot Noir,2017.0
125999,US,84,15.0,Pinot Noir,2018.0
126002,Chile,84,12.0,Rosé,2019.0
126004,US,84,21.0,Rosé,2019.0
126009,Argentina,92,39.0,Cabernet Sauvignon,2020.0
126011,US,92,35.0,Pinot Noir,2021.0
126015,US,92,31.0,Pinot Noir,2020.0
126017,US,92,35.0,Chardonnay,2020.0
126019,Argentina,92,35.0,Cabernet Sauvignon,2020.0
126021,US,92,27.0,Rosé,2022.0
126022,US,92,40.0,Syrah,2019.0
126023,France,92,30.0,Rosé,2022.0
126025,US,92,44.0,Cabernet Sauvignon,2020.0
126026,US,92,33.0,Sauvignon Blanc,2021.0
126030,US,92,60.0,Cabernet Sauvignon,2019.0
126032,France,92,41.0,Rosé,2021.0
126034,France,92,32.0,Rosé,2022.0
126035,France,92,29.0,Rosé,2022.0
126036,France,92,27.0,Rosé,2022.0
126037,US,88,45.0,Pinot Noir,2015.0
126038,Italy,88,33.0,Red Blend,2014.0
126039,Italy,88,22.0,Red Blend,2017.0
126040,Italy,88,25.0,Red Blend,2016.0
126049,US,88,32.0,Chardonnay,2017.0
126051,France,88,35.0,Chardonnay,2016.0
126056,Italy,88,25.0,Red Blend,2016.0
126057,Italy,88,25.0,Red Blend,2015.0
126058,Italy,88,26.0,Red Blend,2016.0
126065,US,84,21.0,Red Blend,2017.0
126068,US,84,26.0,Merlot,2016.0
126069,US,84,17.0,Cabernet Sauvignon,2018.0
126072,France,84,15.0,Riesling,2017.0
126073,US,84,37.0,Red Blend,2014.0
126074,Italy,84,29.0,Red Blend,2014.0
126079,US,86,23.0,Syrah,2015.0
126081,Chile,86,19.0,Syrah,2016.0
126084,US,86,26.0,Chardonnay,2015.0
126089,US,86,25.0,Chardonnay,2016.0
126106,US,84,37.0,Syrah,2014.0
126108,US,84,13.0,Sauvignon Blanc,2018.0
126109,US,84,11.0,Chardonnay,2017.0
126110,US,84,18.0,Pinot Noir,2017.0
126111,US,84,21.0,Chardonnay,2016.0
126112,US,84,13.0,Rosé,2018.0
